poi,path,shootingDate,shooter,description,note,fid,mid_thumbnail,small_thumbnail
"101",./images/101/no101.JPG,2020/11/28 10:48:51,井坂優斗,菅原馬頭尊,,"1",./mid_thumbs/101/no101.JPG,./small_thumbs/101/no101.JPG
"102",./images/102/no102.JPG,2020/12/05 14:44:19,井坂優斗,喜市馬頭尊,,"2",./mid_thumbs/102/no102.JPG,./small_thumbs/102/no102.JPG
"103",./images/103/no103-DSC_7140.JPG,2021/01/04 11:14:32,宮田圭祐,明治馬頭尊,,"3",./mid_thumbs/103/no103-DSC_7140.JPG,./small_thumbs/103/no103-DSC_7140.JPG
"107",./images/107/no107.JPG,2020/12/05 14:20:53,井坂優斗,曜華如意輪塔,,"4",./mid_thumbs/107/no107.JPG,./small_thumbs/107/no107.JPG
"108",./images/108/no108.JPG,2020/11/28 12:06:05,井坂優斗,観性寺二十三夜塔,,"5",./mid_thumbs/108/no108.JPG,./small_thumbs/108/no108.JPG
"109",./images/109/no109-DSC_7152.JPG,2021/01/04 14:05:05,宮田圭祐,五宝寺十九夜塔,,"6",./mid_thumbs/109/no109-DSC_7152.JPG,./small_thumbs/109/no109-DSC_7152.JPG
"11",./images/11/no11-DSC_7170.JPG,2021/01/04 15:07:39,宮田圭祐,東亜志士加藤仡夫君碑,,"7",./mid_thumbs/11/no11-DSC_7170.JPG,./small_thumbs/11/no11-DSC_7170.JPG
"112",./images/112/no112-DSC_7157.JPG,2021/01/04 14:50:40,宮田圭祐,庚申待供養塔,,"8",./mid_thumbs/112/no112-DSC_7157.JPG,./small_thumbs/112/no112-DSC_7157.JPG
"113",./images/113/no113-DSC_7162.JPG,2021/01/04 14:51:23,宮田圭祐,寛文三猿庚申塔,,"9",./mid_thumbs/113/no113-DSC_7162.JPG,./small_thumbs/113/no113-DSC_7162.JPG
"115",./images/115/no115-DSC_7158.JPG,2021/01/04 14:50:51,宮田圭祐,延宝文字庚申塔,,"10",./mid_thumbs/115/no115-DSC_7158.JPG,./small_thumbs/115/no115-DSC_7158.JPG
"116",./images/116/no116-DSC_7159.JPG,2021/01/04 14:50:54,宮田圭祐,延宝三猿庚申塔,,"11",./mid_thumbs/116/no116-DSC_7159.JPG,./small_thumbs/116/no116-DSC_7159.JPG
"117",./images/117/no117-DSC_7133.JPG,2021/01/04 11:10:36,宮田圭祐,法高寺三猿庚申塔,,"12",./mid_thumbs/117/no117-DSC_7133.JPG,./small_thumbs/117/no117-DSC_7133.JPG
"118",./images/118/no118.JPG,2020/11/28 12:08:11,井坂優斗,延宝観性寺庚申塔,,"13",./mid_thumbs/118/no118.JPG,./small_thumbs/118/no118.JPG
"12",./images/12/no12-DSC_7171.JPG,2021/01/04 15:08:51,宮田圭祐,本堂改築記念碑,,"14",./mid_thumbs/12/no12-DSC_7171.JPG,./small_thumbs/12/no12-DSC_7171.JPG
"120",./images/120/no120-DSC_7134.JPG,2021/01/04 11:10:45,宮田圭祐,延宝三猿庚申塔,,"15",./mid_thumbs/120/no120-DSC_7134.JPG,./small_thumbs/120/no120-DSC_7134.JPG
"122",./images/122/no122.JPG,2020/12/05 14:16:55,井坂優斗,延宝夘月庚申塔,,"16",./mid_thumbs/122/no122.JPG,./small_thumbs/122/no122.JPG
"123",./images/123/no123.JPG,2020/12/05 14:40:01,井坂優斗,天和庚申塔,,"17",./mid_thumbs/123/no123.JPG,./small_thumbs/123/no123.JPG
"124",./images/124/no124.JPG,2020/12/05 14:39:55,井坂優斗,貞享庚申塔,,"18",./mid_thumbs/124/no124.JPG,./small_thumbs/124/no124.JPG
"125",./images/125/no125.JPG,2020/11/28 11:22:19,井坂優斗,龍泉寺元禄庚申塔,,"19",./mid_thumbs/125/no125.JPG,./small_thumbs/125/no125.JPG
"126",./images/126/no126-DSC_7160.JPG,2021/01/04 14:51:00,宮田圭祐,元禄三猿庚申塔,,"20",./mid_thumbs/126/no126-DSC_7160.JPG,./small_thumbs/126/no126-DSC_7160.JPG
"127",./images/127/no127.JPG,2020/12/05 14:20:47,井坂優斗,元禄教王院庚申塔,,"21",./mid_thumbs/127/no127.JPG,./small_thumbs/127/no127.JPG
"128",./images/128/no128.JPG,2020/11/28 12:08:00,井坂優斗,宝永観性寺庚申塔,,"22",./mid_thumbs/128/no128.JPG,./small_thumbs/128/no128.JPG
"131",./images/131/no131-DSC_7153.JPG,2021/01/04 14:05:17,宮田圭祐,寛政文字庚申塔,,"23",./mid_thumbs/131/no131-DSC_7153.JPG,./small_thumbs/131/no131-DSC_7153.JPG
"133",./images/133/no133.JPG,2020/11/28 12:08:30,井坂優斗,寛政玉石庚申塔,,"24",./mid_thumbs/133/no133.JPG,./small_thumbs/133/no133.JPG
"134",./images/134/no134.JPG,2020/11/28 11:18:20,井坂優斗,自然石庚申塔,,"25",./mid_thumbs/134/no134.JPG,./small_thumbs/134/no134.JPG
"140",./images/140/no140-DSC_7164.JPG,2021/01/04 14:52:02,宮田圭祐,自然石庚申塔,,"26",./mid_thumbs/140/no140-DSC_7164.JPG,./small_thumbs/140/no140-DSC_7164.JPG
"141",./images/141/no141.JPG,2020/11/28 10:59:38,井坂優斗,青梅庚申塔,,"27",./mid_thumbs/141/no141.JPG,./small_thumbs/141/no141.JPG
"142",./images/142/no142.JPG,2020/11/28 11:00:50,井坂優斗,青梅自然石庚申塔,,"28",./mid_thumbs/142/no142.JPG,./small_thumbs/142/no142.JPG
"143",./images/143/no143.JPG,2020/11/28 11:00:35,井坂優斗,碑型三猿庚申塔,,"29",./mid_thumbs/143/no143.JPG,./small_thumbs/143/no143.JPG
"144",./images/144/no144.JPG,2020/11/28 11:01:00,井坂優斗,後岡庚申塔,,"30",./mid_thumbs/144/no144.JPG,./small_thumbs/144/no144.JPG
"145",./images/145/no145-DSC_7179.JPG,2021/01/04 15:29:02,宮田圭祐,青石地蔵板碑,,"31",./mid_thumbs/145/no145-DSC_7179.JPG,./small_thumbs/145/no145-DSC_7179.JPG
"149",./images/149/no149-DSC_7154.JPG,2021/01/04 14:14:46,宮田圭祐,不動まんだら板碑,,"32",./mid_thumbs/149/no149-DSC_7154.JPG,./small_thumbs/149/no149-DSC_7154.JPG
"15",./images/15/no15.JPG,2020/11/28 11:56:39,井坂優斗,寺門興隆之碑,,"33",./mid_thumbs/15/no15.JPG,./small_thumbs/15/no15.JPG
"1584",./images/1584/no1584.JPG,2020/11/28 11:17:57,井坂優斗,毘沙門堂修理記念碑,,"34",./mid_thumbs/1584/no1584.JPG,./small_thumbs/1584/no1584.JPG
"1585",./images/1585/no1585.JPG,2020/11/28 11:18:05,井坂優斗,凱旋紀念碑,,"35",./mid_thumbs/1585/no1585.JPG,./small_thumbs/1585/no1585.JPG
"1586",./images/1586/no1586.JPG,2020/11/28 11:20:16,井坂優斗,当寺中興碑,,"36",./mid_thumbs/1586/no1586.JPG,./small_thumbs/1586/no1586.JPG
"16",./images/16/no16.JPG,2020/11/28 11:42:33,井坂優斗,前町長銅像寄附者の碑,,"37",./mid_thumbs/16/no16.JPG,./small_thumbs/16/no16.JPG
"17",./images/17/no17.JPG,2020/11/28 11:47:09,井坂優斗,荒井閑窓句碑,,"38",./mid_thumbs/17/no17.JPG,./small_thumbs/17/no17.JPG
"1752",./images/1752/no1752-DSC_7189.JPG,2021/01/04 16:09:25,宮田圭祐,火防組創部記念碑,,"39",./mid_thumbs/1752/no1752-DSC_7189.JPG,./small_thumbs/1752/no1752-DSC_7189.JPG
"1753",./images/1753/no1753-DSC_7190.JPG,2021/01/04 16:15:03,宮田圭祐,白山神社改築記念碑,,"40",./mid_thumbs/1753/no1753-DSC_7190.JPG,./small_thumbs/1753/no1753-DSC_7190.JPG
"18",./images/18/no18.JPG,2020/11/28 11:46:17,井坂優斗,石塚荘次郎君碑,,"41",./mid_thumbs/18/no18.JPG,./small_thumbs/18/no18.JPG
"1800",./images/1800/no1800-DSC_7073.JPG,2020/11/28 14:20:57,宮田圭祐,百度石,,"42",./mid_thumbs/1800/no1800-DSC_7073.JPG,./small_thumbs/1800/no1800-DSC_7073.JPG
"1801",./images/1801/no1801-DSC_7102.JPG,2020/11/28 15:14:08,宮田圭祐,御神前,,"43",./mid_thumbs/1801/no1801-DSC_7102.JPG,./small_thumbs/1801/no1801-DSC_7102.JPG
"1802",./images/1802/no1802-DSC_7100.JPG,2020/11/28 15:09:49,宮田圭祐,永代常灯明,,"44",./mid_thumbs/1802/no1802-DSC_7100.JPG,./small_thumbs/1802/no1802-DSC_7100.JPG
"1803",./images/1803/no1803-DSC_7126.JPG,2021/01/04 10:37:45,宮田圭祐,六百五十遠忌報恩謝徳,,"45",./mid_thumbs/1803/no1803-DSC_7126.JPG,./small_thumbs/1803/no1803-DSC_7126.JPG
"1804",./images/1804/no1804-DSC_7187.JPG,2021/01/04 16:04:02,宮田圭祐,天笠勝臧翁之碑,,"46",./mid_thumbs/1804/no1804-DSC_7187.JPG,./small_thumbs/1804/no1804-DSC_7187.JPG
"1805",./images/1805/no1805-DSC_7192.JPG,2021/01/04 16:15:35,宮田圭祐,享保三猿庚申塔,,"47",./mid_thumbs/1805/no1805-DSC_7192.JPG,./small_thumbs/1805/no1805-DSC_7192.JPG
"1806",./images/1806/no1806-DSC_7193.JPG,2021/01/04 16:15:46,宮田圭祐,正徳三猿庚申塔,,"48",./mid_thumbs/1806/no1806-DSC_7193.JPG,./small_thumbs/1806/no1806-DSC_7193.JPG
"1807",./images/1807/no1807-DSC_7194.JPG,2021/01/04 16:15:57,宮田圭祐,享保三猿庚申塔,,"49",./mid_thumbs/1807/no1807-DSC_7194.JPG,./small_thumbs/1807/no1807-DSC_7194.JPG
"1808",./images/1808/no1808-DSC_7195.JPG,2021/01/04 16:17:35,宮田圭祐,婦命弁財天,,"50",./mid_thumbs/1808/no1808-DSC_7195.JPG,./small_thumbs/1808/no1808-DSC_7195.JPG
"1809",./images/1809/no1809-DSC_7196.JPG,2021/01/04 16:17:47,宮田圭祐,普門品供養塔,,"51",./mid_thumbs/1809/no1809-DSC_7196.JPG,./small_thumbs/1809/no1809-DSC_7196.JPG
"2",./images/2/no2.JPG,2020/11/28 11:12:26,井坂優斗,竹生島神社建営碑,,"52",./mid_thumbs/2/no2.JPG,./small_thumbs/2/no2.JPG
"20",./images/20/no20.JPG,2020/11/28 10:47:37,井坂優斗,琴平神社営築記念碑,,"53",./mid_thumbs/20/no20.JPG,./small_thumbs/20/no20.JPG
"203",./images/203/no203.JPG,2020/12/05 14:45:48,井坂優斗,大道寺宝篋印塔（1）,,"54",./mid_thumbs/203/no203.JPG,./small_thumbs/203/no203.JPG
"208",./images/208/no208-DSC_7155.JPG,2021/01/04 14:19:06,宮田圭祐,種子不明板碑,,"55",./mid_thumbs/208/no208-DSC_7155.JPG,./small_thumbs/208/no208-DSC_7155.JPG
"213",./images/213/no213-DSC_7184.JPG,2021/01/04 16:01:28,宮田圭祐,法泉寺宝篋印塔（1）,,"56",./mid_thumbs/213/no213-DSC_7184.JPG,./small_thumbs/213/no213-DSC_7184.JPG
"214",./images/214/no214-DSC_7185.JPG,2021/01/04 16:01:55,宮田圭祐,法泉寺宝篋印塔（2）,,"57",./mid_thumbs/214/no214-DSC_7185.JPG,./small_thumbs/214/no214-DSC_7185.JPG
"215",./images/215/no215-DSC_7186.JPG,2021/01/04 16:02:04,宮田圭祐,法泉寺宝篋印塔（3）,,"58",./mid_thumbs/215/no215-DSC_7186.JPG,./small_thumbs/215/no215-DSC_7186.JPG
"220",./images/220/no220-DSC_7132.JPG,2021/01/04 11:03:15,宮田圭祐,法高寺宝篋印塔（1）,,"59",./mid_thumbs/220/no220-DSC_7132.JPG,./small_thumbs/220/no220-DSC_7132.JPG
"222",./images/222/no222-DSC_7131.JPG,2021/01/04 10:55:09,宮田圭祐,法高寺宝篋印塔（3）,,"60",./mid_thumbs/222/no222-DSC_7131.JPG,./small_thumbs/222/no222-DSC_7131.JPG
"223",./images/223/no223-DSC_7130.JPG,2021/01/04 10:51:08,宮田圭祐,法高寺宝篋印塔（4）,,"61",./mid_thumbs/223/no223-DSC_7130.JPG,./small_thumbs/223/no223-DSC_7130.JPG
"23",./images/23/no23-DSC_7123.JPG,2021/01/04 10:14:19,宮田圭祐,新築記念宝塔,,"62",./mid_thumbs/23/no23-DSC_7123.JPG,./small_thumbs/23/no23-DSC_7123.JPG
"231",./images/231/no231.JPG,2020/12/05 14:22:05,井坂優斗,教王院宝篋印塔（1）,,"63",./mid_thumbs/231/no231.JPG,./small_thumbs/231/no231.JPG
"237",./images/237/no237.JPG,2020/11/28 11:08:30,井坂優斗,竹生島神社入口道標,,"64",./mid_thumbs/237/no237.JPG,./small_thumbs/237/no237.JPG
"238",./images/238/no238.JPG,2020/11/28 11:08:30,宮田圭祐,尾曳神社入口道標,,"65",./mid_thumbs/238/no238.JPG,./small_thumbs/238/no238.JPG
"239",./images/239/no239.JPG,2020/11/28 11:08:30,宮田圭祐,館林町道路元標,,"66",./mid_thumbs/239/no239.JPG,./small_thumbs/239/no239.JPG
"241",./images/241/no241-DSC_7175.JPG,2021/01/04 15:22:22,宮田圭祐,廊應名号塔,,"67",./mid_thumbs/241/no241-DSC_7175.JPG,./small_thumbs/241/no241-DSC_7175.JPG
"242",./images/242/no242-DSC_7141.JPG,2021/01/04 13:33:44,宮田圭祐,法輪寺閻魔大王,,"68",./mid_thumbs/242/no242-DSC_7141.JPG,./small_thumbs/242/no242-DSC_7141.JPG
"243",./images/243/no243-DSC_7176.JPG,2021/01/04 15:24:38,宮田圭祐,覚阿名号塔,,"69",./mid_thumbs/243/no243-DSC_7176.JPG,./small_thumbs/243/no243-DSC_7176.JPG
"248",./images/248/no248-DSC_7163.JPG,2021/01/04 14:51:36,宮田圭祐,寒念仏供養塔,,"70",./mid_thumbs/248/no248-DSC_7163.JPG,./small_thumbs/248/no248-DSC_7163.JPG
"249",./images/249/no249.JPG,2020/12/05 14:20:59,井坂優斗,光明真言供養塔,,"71",./mid_thumbs/249/no249.JPG,./small_thumbs/249/no249.JPG
"25",./images/25/no25.JPG,2017/02/18 10:10:48,井坂優斗,秋元志朝頌徳碑,,"72",./mid_thumbs/25/no25.JPG,./small_thumbs/25/no25.JPG
"256",./images/256/no256-DSC_7083.JPG,2020/11/28 14:43:07,宮田圭祐,円教寺名号塔,,"73",./mid_thumbs/256/no256-DSC_7083.JPG,./small_thumbs/256/no256-DSC_7083.JPG
"258",./images/258/no258-DSC_7145.JPG,2021/01/04 13:44:26,宮田圭祐,戒壇石,,"74",./mid_thumbs/258/no258-DSC_7145.JPG,./small_thumbs/258/no258-DSC_7145.JPG
"26",./images/26/no26.JPG,2017/02/18 10:05:57,井坂優斗,城沼墾田碑,,"75",./mid_thumbs/26/no26.JPG,./small_thumbs/26/no26.JPG
"260",./images/260/no260-DSC_7125.JPG,2021/01/04 10:14:56,宮田圭祐,六百遠忌報恩塔,,"76",./mid_thumbs/260/no260-DSC_7125.JPG,./small_thumbs/260/no260-DSC_7125.JPG
"261",./images/261/no261.JPG,2020/12/05 14:44:29,井坂優斗,大道寺名号塔,,"77",./mid_thumbs/261/no261.JPG,./small_thumbs/261/no261.JPG
"28",./images/28/no28.JPG,2017/02/18 10:04:01,井坂優斗,岡谷瑳磨介の碑,,"78",./mid_thumbs/28/no28.JPG,./small_thumbs/28/no28.JPG
"3",./images/3/no3.JPG,2020/11/28 11:11:11,井坂優斗,神社記念碑,,"79",./mid_thumbs/3/no3.JPG,./small_thumbs/3/no3.JPG
"35",./images/35/no35.JPG,2017/04/07 11:20:49,井坂優斗,田山花袋歌碑,,"80",./mid_thumbs/35/no35.JPG,./small_thumbs/35/no35.JPG
"4",./images/4/no4.JPG,2020/11/28 11:10:11,井坂優斗,城沼耕地整理記念碑,,"81",./mid_thumbs/4/no4.JPG,./small_thumbs/4/no4.JPG
"43",./images/43/no43.JPG,2019/03/15 17:10:45,井坂優斗,藤牧義夫版画碑,,"82",./mid_thumbs/43/no43.JPG,./small_thumbs/43/no43.JPG
"44",./images/44/no44-DSC_7174.JPG,2021/01/04 15:18:19,宮田圭祐,鐘楼堂石垣再建碑,,"83",./mid_thumbs/44/no44-DSC_7174.JPG,./small_thumbs/44/no44-DSC_7174.JPG
"45",./images/45/no45-DSC_7173.JPG,2021/01/04 15:17:50,宮田圭祐,筆塚碑,,"84",./mid_thumbs/45/no45-DSC_7173.JPG,./small_thumbs/45/no45-DSC_7173.JPG
"46",./images/46/no46-DSC_7181.JPG,2021/01/04 15:33:47,宮田圭祐,征露祈願碑,,"85",./mid_thumbs/46/no46-DSC_7181.JPG,./small_thumbs/46/no46-DSC_7181.JPG
"47",./images/47/no47-DSC_7180.JPG,2021/01/04 15:30:44,宮田圭祐,合祀記念之碑,,"86",./mid_thumbs/47/no47-DSC_7180.JPG,./small_thumbs/47/no47-DSC_7180.JPG
"48",./images/48/no48-DSC_7119.JPG,2020/11/28 15:38:33,宮田圭祐,戦死者の碑,,"87",./mid_thumbs/48/no48-DSC_7119.JPG,./small_thumbs/48/no48-DSC_7119.JPG
"49",./images/49/no49-DSC_7115.JPG,2020/11/28 15:37:54,宮田圭祐,招魂祠前長歌等碑,,"88",./mid_thumbs/49/no49-DSC_7115.JPG,./small_thumbs/49/no49-DSC_7115.JPG
"5",./images/5/no5.JPG,2020/11/28 10:55:59,井坂優斗,青梅天満宮標石,,"89",./mid_thumbs/5/no5.JPG,./small_thumbs/5/no5.JPG
"50",./images/50/no50-DSC_7109.JPG,2020/11/28 15:29:26,宮田圭祐,西南役戦死碑,,"90",./mid_thumbs/50/no50-DSC_7109.JPG,./small_thumbs/50/no50-DSC_7109.JPG
"51",./images/51/no51-DSC_7106.JPG,2020/11/28 15:27:21,宮田圭祐,十一士招魂碑,,"91",./mid_thumbs/51/no51-DSC_7106.JPG,./small_thumbs/51/no51-DSC_7106.JPG
"52",./images/52/no52-DSC_7114.JPG,2020/11/28 15:32:38,宮田圭祐,大久保無二斎の碑,,"92",./mid_thumbs/52/no52-DSC_7114.JPG,./small_thumbs/52/no52-DSC_7114.JPG
"53",./images/53/no53-DSC_7110.JPG,2020/11/28 15:29:49,宮田圭祐,明治二十七、八年戦役碑,,"93",./mid_thumbs/53/no53-DSC_7110.JPG,./small_thumbs/53/no53-DSC_7110.JPG
"54",./images/54/no54-DSC_7104.JPG,2020/11/28 15:19:43,宮田圭祐,日露戦役記念碑,,"94",./mid_thumbs/54/no54-DSC_7104.JPG,./small_thumbs/54/no54-DSC_7104.JPG
"55",./images/55/no55-DSC_7105.JPG,2020/11/28 15:20:38,宮田圭祐,招魂合祭碑,,"95",./mid_thumbs/55/no55-DSC_7105.JPG,./small_thumbs/55/no55-DSC_7105.JPG
"56",./images/56/no56-DSC_7120.JPG,2020/11/28 15:38:42,宮田圭祐,櫻樹移植の碑,,"96",./mid_thumbs/56/no56-DSC_7120.JPG,./small_thumbs/56/no56-DSC_7120.JPG
"57",./images/57/no57-DSC_7118.JPG,2020/11/28 15:38:24,宮田圭祐,官祭招魂社石標,,"97",./mid_thumbs/57/no57-DSC_7118.JPG,./small_thumbs/57/no57-DSC_7118.JPG
"58",./images/58/no58-DSC_7088.JPG,2020/11/28 14:51:58,宮田圭祐,つつじ分植の碑,,"98",./mid_thumbs/58/no58-DSC_7088.JPG,./small_thumbs/58/no58-DSC_7088.JPG
"59",./images/59/no59-DSC_7091.JPG,2020/11/28 14:58:55,宮田圭祐,伊勢両宮太々神楽碑,,"99",./mid_thumbs/59/no59-DSC_7091.JPG,./small_thumbs/59/no59-DSC_7091.JPG
"6",./images/6/no6.JPG,2020/11/28 10:58:32,井坂優斗,参宮記念碑,,"100",./mid_thumbs/6/no6.JPG,./small_thumbs/6/no6.JPG
"60",./images/60/no60-DSC_7092.JPG,2020/11/28 14:59:20,宮田圭祐,社殿改築記念碑,,"101",./mid_thumbs/60/no60-DSC_7092.JPG,./small_thumbs/60/no60-DSC_7092.JPG
"61",./images/61/no61-DSC_7090.JPG,2020/11/28 14:54:29,宮田圭祐,織物組合記念碑,,"102",./mid_thumbs/61/no61-DSC_7090.JPG,./small_thumbs/61/no61-DSC_7090.JPG
"62",./images/62/no62-DSC_7093.JPG,2020/11/28 15:03:31,宮田圭祐,織姫神社石鳥居記念碑,,"103",./mid_thumbs/62/no62-DSC_7093.JPG,./small_thumbs/62/no62-DSC_7093.JPG
"64",./images/64/no64-DSC_7085.JPG,2020/11/28 14:50:12,宮田圭祐,長良大明神標石,,"104",./mid_thumbs/64/no64-DSC_7085.JPG,./small_thumbs/64/no64-DSC_7085.JPG
"7",./images/7/no7-DSC_7169.JPG,2021/01/04 15:03:09,宮田圭祐,篤敬三宝碑,,"105",./mid_thumbs/7/no7-DSC_7169.JPG,./small_thumbs/7/no7-DSC_7169.JPG
"74",./images/74/no74-DSC_7142.JPG,2021/01/04 13:33:54,宮田圭祐,元禄浮彫り地蔵尊,,"106",./mid_thumbs/74/no74-DSC_7142.JPG,./small_thumbs/74/no74-DSC_7142.JPG
"77",./images/77/no77.JPG,2020/12/05 14:46:44,井坂優斗,元禄地蔵尊,,"107",./mid_thumbs/77/no77.JPG,./small_thumbs/77/no77.JPG
"79",./images/79/no79.JPG,2020/11/28 12:08:07,井坂優斗,常念丸彫り地蔵尊,,"108",./mid_thumbs/79/no79.JPG,./small_thumbs/79/no79.JPG
"8",./images/8/no8-DSC_7168.JPG,2021/01/04 15:03:00,宮田圭祐,御大典記念碑,,"109",./mid_thumbs/8/no8-DSC_7168.JPG,./small_thumbs/8/no8-DSC_7168.JPG
"80",./images/80/no80-DSC_7148.JPG,2021/01/04 13:52:17,宮田圭祐,法輪寺月参地蔵尊,,"110",./mid_thumbs/80/no80-DSC_7148.JPG,./small_thumbs/80/no80-DSC_7148.JPG
"81",./images/81/no81.JPG,2020/12/05 14:42:15,井坂優斗,伊右衛門地蔵尊,,"111",./mid_thumbs/81/no81.JPG,./small_thumbs/81/no81.JPG
"82",./images/82/no82-DSC_7149.JPG,2021/01/04 13:52:29,宮田圭祐,法輪寺寒念仏地蔵尊,,"112",./mid_thumbs/82/no82-DSC_7149.JPG,./small_thumbs/82/no82-DSC_7149.JPG
"83",./images/83/no83.JPG,2020/12/05 14:39:27,井坂優斗,大道寺寛延仏地蔵尊,,"113",./mid_thumbs/83/no83.JPG,./small_thumbs/83/no83.JPG
"84",./images/84/no84.JPG,2020/12/05 14:39:07,井坂優斗,大道寺寛延地蔵尊,,"114",./mid_thumbs/84/no84.JPG,./small_thumbs/84/no84.JPG
"87",./images/87/no87-DSC_7147.JPG,2021/01/04 13:52:08,宮田圭祐,享和百萬遍供養地蔵尊,,"115",./mid_thumbs/87/no87-DSC_7147.JPG,./small_thumbs/87/no87-DSC_7147.JPG
"88",./images/88/no88.JPG,2020/11/28 10:49:25,井坂優斗,甲州地蔵尊,,"116",./mid_thumbs/88/no88.JPG,./small_thumbs/88/no88.JPG
"89",./images/89/no89-DSC_7144.JPG,2021/01/04 13:35:34,宮田圭祐,三界萬霊地蔵尊,,"117",./mid_thumbs/89/no89-DSC_7144.JPG,./small_thumbs/89/no89-DSC_7144.JPG
"9",./images/9/no9-DSC_7167.JPG,2021/01/04 15:02:47,宮田圭祐,館林鳶組記念碑,,"118",./mid_thumbs/9/no9-DSC_7167.JPG,./small_thumbs/9/no9-DSC_7167.JPG
"96",./images/96/no96-DSC_7139.JPG,2021/01/04 11:12:54,宮田圭祐,吉長馬頭尊,,"119",./mid_thumbs/96/no96-DSC_7139.JPG,./small_thumbs/96/no96-DSC_7139.JPG
"98",./images/98/no98-DSC_7182.JPG,2021/01/04 15:44:07,宮田圭祐,左山馬頭尊,,"120",./mid_thumbs/98/no98-DSC_7182.JPG,./small_thumbs/98/no98-DSC_7182.JPG
"99",./images/99/no99.JPG,2020/11/28 11:27:04,井坂優斗,下町馬頭尊,,"121",./mid_thumbs/99/no99.JPG,./small_thumbs/99/no99.JPG
"1235",./images/1235/yamada_fujiyama_seimen.jpg,2020/08/22 17:04:32,Kohei Otsuka,山田 富士塚の青面金剛,,"122",./mid_thumbs/1235/yamada_fujiyama_seimen.jpg,./small_thumbs/1235/yamada_fujiyama_seimen.jpg
"1235",./images/1235/yamada_fujiyama_seimen_left.jpg,2020/08/22 17:04:42,Kohei Otsuka,山田 富士塚の青面金剛 左側,,"123",./mid_thumbs/1235/yamada_fujiyama_seimen_left.jpg,./small_thumbs/1235/yamada_fujiyama_seimen_left.jpg
"1235",./images/1235/yamada_fujiyama_seimen_right.jpg,2020/08/22 17:04:57,Kohei Otsuka,山田 富士塚の青面金剛 右側,,"124",./mid_thumbs/1235/yamada_fujiyama_seimen_right.jpg,./small_thumbs/1235/yamada_fujiyama_seimen_right.jpg
"1184",./images/1184/nakajima_jizo.jpg,2020/09/20 16:05:16,Kohei Otsuka,中島部落 地蔵菩薩像,,"125",./mid_thumbs/1184/nakajima_jizo.jpg,./small_thumbs/1184/nakajima_jizo.jpg
"1184",./images/1184/nakajima_jizo_base.jpg,2020/09/20 16:05:37,Kohei Otsuka,中島部落 地蔵菩薩像 台座,,"126",./mid_thumbs/1184/nakajima_jizo_base.jpg,./small_thumbs/1184/nakajima_jizo_base.jpg
"1314",./images/1314/shimoshinden_19ya.jpg,2021/02/02 13:42:45,Kohei Otsuka,下新田の十九夜,,"127",./mid_thumbs/1314/shimoshinden_19ya.jpg,./small_thumbs/1314/shimoshinden_19ya.jpg
"1326",./images/1326/nakajima_23ya.jpg,2020/09/20 16:50:39,Kohei Otsuka,中島 二十三夜,,"128",./mid_thumbs/1326/nakajima_23ya.jpg,./small_thumbs/1326/nakajima_23ya.jpg
"1225",./images/1225/nakajima_seimenkongo.jpg,2018/09/24 15:24:57,Kohei Otsuka,中島の青面金剛,,"129",./mid_thumbs/1225/nakajima_seimenkongo.jpg,./small_thumbs/1225/nakajima_seimenkongo.jpg
"1225",./images/1225/nakajima_seimenkongo_2020.jpg,2020/09/20 16:52:07,Kohei Otsuka,中島の青面金剛 2020年,,"130",./mid_thumbs/1225/nakajima_seimenkongo_2020.jpg,./small_thumbs/1225/nakajima_seimenkongo_2020.jpg
"1189",./images/1189/shimoshinden_jizo.jpg,2021/02/02 13:40:45,Kohei Otsuka,下新田の地蔵菩薩,,"131",./mid_thumbs/1189/shimoshinden_jizo.jpg,./small_thumbs/1189/shimoshinden_jizo.jpg
"1278",./images/1278/temp_yamada_bato_1.jpg,2020/09/20 15:35:43,Kohei Otsuka,仮置き: 山田部落内 馬頭観世音,,"132",./mid_thumbs/1278/temp_yamada_bato_1.jpg,./small_thumbs/1278/temp_yamada_bato_1.jpg
"1281",./images/1281/yamada_bato_statue.jpg,2020/09/20 15:35:13,Kohei Otsuka,山田部落 舟型背面馬頭観世音,,"133",./mid_thumbs/1281/yamada_bato_statue.jpg,./small_thumbs/1281/yamada_bato_statue.jpg
"1282",./images/1282/temp_yamada_bato_2.jpg,2020/09/20 15:35:52,Kohei Otsuka,仮置き: 山田部落内 馬頭観世音,,"134",./mid_thumbs/1282/temp_yamada_bato_2.jpg,./small_thumbs/1282/temp_yamada_bato_2.jpg
"1283",./images/1283/yamada_taisho14_bato.jpg,2020/09/20 15:35:19,Kohei Otsuka,山田部落 大正14年 馬頭観世音,,"135",./mid_thumbs/1283/yamada_taisho14_bato.jpg,./small_thumbs/1283/yamada_taisho14_bato.jpg
"1284",./images/1284/yamada_showa2_bato.jpg,2020/09/20 15:35:25,Kohei Otsuka,山田部落 昭和2年 馬頭観世音,,"136",./mid_thumbs/1284/yamada_showa2_bato.jpg,./small_thumbs/1284/yamada_showa2_bato.jpg
"1229",./images/1229/shimoshinden_4stones.jpg,2021/02/02 13:26:42,Kohei Otsuka,下新田 白山神社前 4石造物,,"137",./mid_thumbs/1229/shimoshinden_4stones.jpg,./small_thumbs/1229/shimoshinden_4stones.jpg
