poi,path,shootingDate,shooter,description,note,fid,mid_thumbnail,small_thumbnail
"1263",./images/1263/nagatake_stone_koshin_2.jpg,2021/02/02 14:59:22,Kohei Otsuka,長竹の自然石庚申,,"247",./mid_thumbs/1263/nagatake_stone_koshin_2.jpg,./small_thumbs/1263/nagatake_stone_koshin_2.jpg
"1310",./images/1310/tamura_bato.jpg,2021/02/02 14:50:24,Kohei Otsuka,田村家の馬頭観世音,,"248",./mid_thumbs/1310/tamura_bato.jpg,./small_thumbs/1310/tamura_bato.jpg
"1310",./images/1310/tamura_bato_side.jpg,2021/02/02 14:50:33,Kohei Otsuka,田村家の馬頭観世音 側面,,"249",./mid_thumbs/1310/tamura_bato_side.jpg,./small_thumbs/1310/tamura_bato_side.jpg
"1324",./images/1324/nagatake_19ya.jpg,2021/02/02 14:54:41,Kohei Otsuka,長竹の十九夜,,"250",./mid_thumbs/1324/nagatake_19ya.jpg,./small_thumbs/1324/nagatake_19ya.jpg
"1199",./images/1199/doyashiki_amida_2.jpg,2021/02/02 12:15:22,Kohei Otsuka,堂屋敷の阿弥陀如来,,"251",./mid_thumbs/1199/doyashiki_amida_2.jpg,./small_thumbs/1199/doyashiki_amida_2.jpg
"1200",./images/1200/doyashiki_amida_1.jpg,2021/02/02 12:14:41,Kohei Otsuka,堂屋敷の阿弥陀如来,,"252",./mid_thumbs/1200/doyashiki_amida_1.jpg,./small_thumbs/1200/doyashiki_amida_1.jpg
"1201",./images/1201/doyashiki_tomb_jizo.jpg,2021/02/02 12:12:16,Kohei Otsuka,堂屋敷の地蔵菩薩,,"253",./mid_thumbs/1201/doyashiki_tomb_jizo.jpg,./small_thumbs/1201/doyashiki_tomb_jizo.jpg
"1202",./images/1202/doyashiki_6jizo.jpg,2021/02/02 12:12:50,Kohei Otsuka,堂屋敷の六地蔵菩薩,,"254",./mid_thumbs/1202/doyashiki_6jizo.jpg,./small_thumbs/1202/doyashiki_6jizo.jpg
"1202",./images/1202/doyashiki_6jizo_left.jpg,2021/02/02 12:13:04,Kohei Otsuka,堂屋敷の六地蔵菩薩 左側から,,"255",./mid_thumbs/1202/doyashiki_6jizo_left.jpg,./small_thumbs/1202/doyashiki_6jizo_left.jpg
"1202",./images/1202/doyashiki_6jizo_right.jpg,2021/02/02 12:12:56,Kohei Otsuka,堂屋敷の六地蔵菩薩 右側から,,"256",./mid_thumbs/1202/doyashiki_6jizo_right.jpg,./small_thumbs/1202/doyashiki_6jizo_right.jpg
"1255",./images/1255/nakajuku_3zaru.jpg,2021/02/02 11:55:56,Kohei Otsuka,中宿の三猿庚申,,"257",./mid_thumbs/1255/nakajuku_3zaru.jpg,./small_thumbs/1255/nakajuku_3zaru.jpg
"1307",./images/1307/shirahata_watanabe_bato.jpg,2021/02/02 15:13:59,Kohei Otsuka,渡辺家の馬頭観世音,,"258",./mid_thumbs/1307/shirahata_watanabe_bato.jpg,./small_thumbs/1307/shirahata_watanabe_bato.jpg
"1236",./images/1236/kamishigara_koshin.jpg,2020/09/20 17:22:04,Kohei Otsuka,上志柄元集会所東 三猿庚申,,"259",./mid_thumbs/1236/kamishigara_koshin.jpg,./small_thumbs/1236/kamishigara_koshin.jpg
"1236",./images/1236/kamishigara_koshin_left.jpg,2020/09/20 17:22:23,Kohei Otsuka,上志柄元集会所東 三猿庚申 左側,,"260",./mid_thumbs/1236/kamishigara_koshin_left.jpg,./small_thumbs/1236/kamishigara_koshin_left.jpg
"1236",./images/1236/kamishigara_koshin_right.jpg,2020/09/20 17:22:35,Kohei Otsuka,上志柄元集会所東 三猿庚申 右側,,"261",./mid_thumbs/1236/kamishigara_koshin_right.jpg,./small_thumbs/1236/kamishigara_koshin_right.jpg
"1208",./images/1208/machiya_jizo.jpg,2021/02/02 15:30:02,Kohei Otsuka,町谷の地蔵菩薩,,"262",./mid_thumbs/1208/machiya_jizo.jpg,./small_thumbs/1208/machiya_jizo.jpg
"1190",./images/1190/fusaiji_oldest_jizo.jpg,2020/08/22 14:01:35,Kohei Otsuka,普済寺 赤生田地域最古の地蔵,,"263",./mid_thumbs/1190/fusaiji_oldest_jizo.jpg,./small_thumbs/1190/fusaiji_oldest_jizo.jpg
"1190",./images/1190/fusaiji_oldest_jizo_back.jpg,2020/08/22 14:01:45,Kohei Otsuka,普済寺 赤生田地域最古の地蔵 背後,,"264",./mid_thumbs/1190/fusaiji_oldest_jizo_back.jpg,./small_thumbs/1190/fusaiji_oldest_jizo_back.jpg
"1191",./images/1191/fusaiji_kanen_jizo.jpg,2020/08/22 14:02:48,Kohei Otsuka,普済寺 寛延期 地蔵,,"265",./mid_thumbs/1191/fusaiji_kanen_jizo.jpg,./small_thumbs/1191/fusaiji_kanen_jizo.jpg
"1191",./images/1191/fusaiji_kanen_jizo_back.jpg,2020/08/22 14:03:00,Kohei Otsuka,普済寺 寛延期 地蔵 背後,,"266",./mid_thumbs/1191/fusaiji_kanen_jizo_back.jpg,./small_thumbs/1191/fusaiji_kanen_jizo_back.jpg
"1191",./images/1191/fusaiji_kanen_jizo_base.jpg,2020/08/22 14:05:23,Kohei Otsuka,普済寺 寛延期 地蔵 台座拡大,,"267",./mid_thumbs/1191/fusaiji_kanen_jizo_base.jpg,./small_thumbs/1191/fusaiji_kanen_jizo_base.jpg
"1191",./images/1191/fusaiji_kanen_jizo_base_left.jpg,2020/08/22 14:05:05,Kohei Otsuka,普済寺 寛延期 地蔵 台座左側,,"268",./mid_thumbs/1191/fusaiji_kanen_jizo_base_left.jpg,./small_thumbs/1191/fusaiji_kanen_jizo_base_left.jpg
"1191",./images/1191/fusaiji_kanen_jizo_base_right.jpg,2020/08/22 14:05:13,Kohei Otsuka,普済寺 寛延期 地蔵 台座右側,,"269",./mid_thumbs/1191/fusaiji_kanen_jizo_base_right.jpg,./small_thumbs/1191/fusaiji_kanen_jizo_base_right.jpg
"1192",./images/1192/fusaiji_jizo_kuriharashi.jpg,2020/08/22 13:44:00,Kohei Otsuka,普済寺の地蔵、宝暦十四年,,"270",./mid_thumbs/1192/fusaiji_jizo_kuriharashi.jpg,./small_thumbs/1192/fusaiji_jizo_kuriharashi.jpg
"1192",./images/1192/fusaiji_jizo_kuriharashi_up.jpg,2020/08/22 13:38:48,Kohei Otsuka,普済寺の地蔵、宝暦十四年 栗原氏の刻銘,,"271",./mid_thumbs/1192/fusaiji_jizo_kuriharashi_up.jpg,./small_thumbs/1192/fusaiji_jizo_kuriharashi_up.jpg
"1192",./images/1192/fusaiji_jizo_kuriharashi_side.jpg,2020/08/22 13:39:06,Kohei Otsuka,普済寺の地蔵、宝暦十四年 横面から,,"272",./mid_thumbs/1192/fusaiji_jizo_kuriharashi_side.jpg,./small_thumbs/1192/fusaiji_jizo_kuriharashi_side.jpg
"1193",./images/1193/fusaiji_tenmei_jizo.jpg,2020/08/22 14:05:32,Kohei Otsuka,普済寺 天明期 地蔵,,"273",./mid_thumbs/1193/fusaiji_tenmei_jizo.jpg,./small_thumbs/1193/fusaiji_tenmei_jizo.jpg
"1193",./images/1193/fusaiji_tenmei_jizo_back.jpg,2020/08/22 14:05:48,Kohei Otsuka,普済寺 天明期 地蔵 背後,,"274",./mid_thumbs/1193/fusaiji_tenmei_jizo_back.jpg,./small_thumbs/1193/fusaiji_tenmei_jizo_back.jpg
"1193",./images/1193/fusaiji_tenmei_jizo_base.jpg,2020/08/22 14:05:37,Kohei Otsuka,普済寺 天明期 地蔵 台座拡大,,"275",./mid_thumbs/1193/fusaiji_tenmei_jizo_base.jpg,./small_thumbs/1193/fusaiji_tenmei_jizo_base.jpg
"1194",./images/1194/fusaiji_jizo_sankaibanrei.jpg,2020/08/22 13:42:19,Kohei Otsuka,普済寺 三界万霊塔上の地蔵,,"276",./mid_thumbs/1194/fusaiji_jizo_sankaibanrei.jpg,./small_thumbs/1194/fusaiji_jizo_sankaibanrei.jpg
"1316",./images/1316/fusaiji_19ya.jpg,2020/08/22 13:31:42,Kohei Otsuka,普済寺 昭和の十九夜,,"277",./mid_thumbs/1316/fusaiji_19ya.jpg,./small_thumbs/1316/fusaiji_19ya.jpg
"1316",./images/1316/fusaiji_19ya_base.jpg,2020/08/22 13:32:16,Kohei Otsuka,普済寺 昭和の十九夜 台座,,"278",./mid_thumbs/1316/fusaiji_19ya_base.jpg,./small_thumbs/1316/fusaiji_19ya_base.jpg
"1226",./images/1226/matsumoto_koshin.jpg,2020/09/20 14:47:06,Kohei Otsuka,松本家 庚申塔,,"279",./mid_thumbs/1226/matsumoto_koshin.jpg,./small_thumbs/1226/matsumoto_koshin.jpg
"1295",./images/1295/kamishinden_bato.jpg,2021/02/02 11:31:37,Kohei Otsuka,石井家の馬頭観世音,,"280",./mid_thumbs/1295/kamishinden_bato.jpg,./small_thumbs/1295/kamishinden_bato.jpg
"1273",./images/1273/maybe_tabei_bato.jpg,2021/02/02 17:06:18,Kohei Otsuka,田部井家の馬頭観世音か?,,"281",./mid_thumbs/1273/maybe_tabei_bato.jpg,./small_thumbs/1273/maybe_tabei_bato.jpg
"1273",./images/1273/maybe_tabei_bato_2.jpg,2021/02/02 17:06:23,Kohei Otsuka,田部井家の馬頭観世音か?,,"282",./mid_thumbs/1273/maybe_tabei_bato_2.jpg,./small_thumbs/1273/maybe_tabei_bato_2.jpg
"1319",./images/1319/machiya_19ya.jpg,2021/02/02 15:30:06,Kohei Otsuka,羽附町谷の十九夜,,"283",./mid_thumbs/1319/machiya_19ya.jpg,./small_thumbs/1319/machiya_19ya.jpg
"1810",./images/1810/fuchinokami_6jizo.jpg,2021/02/02 14:01:33,Kohei Otsuka,釈迦堂の六地蔵菩薩,,"284",./mid_thumbs/1810/fuchinokami_6jizo.jpg,./small_thumbs/1810/fuchinokami_6jizo.jpg
"1810",./images/1810/fuchinokami_6jizo_left_1.jpg,2021/02/02 14:01:43,Kohei Otsuka,釈迦堂の六地蔵菩薩 左前方より,,"285",./mid_thumbs/1810/fuchinokami_6jizo_left_1.jpg,./small_thumbs/1810/fuchinokami_6jizo_left_1.jpg
"1810",./images/1810/fuchinokami_6jizo_left_2.jpg,2021/02/02 14:01:50,Kohei Otsuka,釈迦堂の六地蔵菩薩 左より,,"286",./mid_thumbs/1810/fuchinokami_6jizo_left_2.jpg,./small_thumbs/1810/fuchinokami_6jizo_left_2.jpg
"1810",./images/1810/fuchinokami_6jizo_right_1.jpg,2021/02/02 14:01:36,Kohei Otsuka,釈迦堂の六地蔵菩薩 右前方より,,"287",./mid_thumbs/1810/fuchinokami_6jizo_right_1.jpg,./small_thumbs/1810/fuchinokami_6jizo_right_1.jpg
"1810",./images/1810/fuchinokami_6jizo_right_2.jpg,2021/02/02 14:01:59,Kohei Otsuka,釈迦堂の六地蔵菩薩 右より,,"288",./mid_thumbs/1810/fuchinokami_6jizo_right_2.jpg,./small_thumbs/1810/fuchinokami_6jizo_right_2.jpg
"1317",./images/1811/fusaiji_nyoirin.jpg,2020/08/22 14:06:30,Kohei Otsuka,上志柄十九夜,,"289",./mid_thumbs/1811/fusaiji_nyoirin.jpg,./small_thumbs/1811/fusaiji_nyoirin.jpg
"1317",./images/1811/fusaiji_nyoirin_back.jpg,2020/08/22 14:06:44,Kohei Otsuka,上志柄十九夜 背後,,"290",./mid_thumbs/1811/fusaiji_nyoirin_back.jpg,./small_thumbs/1811/fusaiji_nyoirin_back.jpg
"1317",./images/1811/fusaiji_nyoirin_base.jpg,2020/08/22 14:06:34,Kohei Otsuka,上志柄十九夜 台座拡大,,"291",./mid_thumbs/1811/fusaiji_nyoirin_base.jpg,./small_thumbs/1811/fusaiji_nyoirin_base.jpg
"1812",./images/1812/kamishigara_sarutahiko.jpg,2020/08/22 14:47:28,Kohei Otsuka,上志柄 猿田彦大神,,"292",./mid_thumbs/1812/kamishigara_sarutahiko.jpg,./small_thumbs/1812/kamishigara_sarutahiko.jpg
"1812",./images/1812/kamishigara_sarutahiko_back.jpg,2020/08/22 14:51:09,Kohei Otsuka,上志柄 猿田彦大神 背面,,"293",./mid_thumbs/1812/kamishigara_sarutahiko_back.jpg,./small_thumbs/1812/kamishigara_sarutahiko_back.jpg
"1813",./images/1813/koka3_jizo.jpg,2020/08/22 16:36:23,Kohei Otsuka,弘化3年 上宿天満宮脇の地蔵,,"294",./mid_thumbs/1813/koka3_jizo.jpg,./small_thumbs/1813/koka3_jizo.jpg
"1813",./images/1813/koka3_jizo_left.jpg,2020/08/22 16:37:25,Kohei Otsuka,弘化3年 上宿天満宮脇の地蔵 左側,,"295",./mid_thumbs/1813/koka3_jizo_left.jpg,./small_thumbs/1813/koka3_jizo_left.jpg
"1813",./images/1813/koka3_jizo_right.jpg,2020/08/22 16:36:59,Kohei Otsuka,弘化3年 上宿天満宮脇の地蔵 右側,,"296",./mid_thumbs/1813/koka3_jizo_right.jpg,./small_thumbs/1813/koka3_jizo_right.jpg
"1814",./images/1814/jokyo2_seimen.jpg,2020/08/22 16:37:52,Kohei Otsuka,貞享2年 上志柄上宿天満宮脇の青面金剛,,"297",./mid_thumbs/1814/jokyo2_seimen.jpg,./small_thumbs/1814/jokyo2_seimen.jpg
"1814",./images/1814/jokyo2_seimen_back.jpg,2020/08/22 16:38:28,Kohei Otsuka,貞享2年 上志柄上宿天満宮脇の青面金剛 背面,,"298",./mid_thumbs/1814/jokyo2_seimen_back.jpg,./small_thumbs/1814/jokyo2_seimen_back.jpg
"1814",./images/1814/jokyo2_seimen_lefttop.jpg,2020/08/22 16:38:15,Kohei Otsuka,貞享2年 上志柄上宿天満宮脇の青面金剛 左の刻銘,,"299",./mid_thumbs/1814/jokyo2_seimen_lefttop.jpg,./small_thumbs/1814/jokyo2_seimen_lefttop.jpg
"1814",./images/1814/jokyo2_seimen_righttop.jpg,2020/08/22 16:38:06,Kohei Otsuka,貞享2年 上志柄上宿天満宮脇の青面金剛 右の刻銘,,"300",./mid_thumbs/1814/jokyo2_seimen_righttop.jpg,./small_thumbs/1814/jokyo2_seimen_righttop.jpg
"1815",./images/1815/tachiba_kansei7_jizo.jpg,2020/09/20 14:20:59,Kohei Otsuka,他宗場 寛政7年地蔵,,"301",./mid_thumbs/1815/tachiba_kansei7_jizo.jpg,./small_thumbs/1815/tachiba_kansei7_jizo.jpg
"1816",./images/1816/nakashinden_new_bato.jpg,2020/09/20 16:16:59,Kohei Otsuka,中新田入口 馬頭観世音,,"302",./mid_thumbs/1816/nakashinden_new_bato.jpg,./small_thumbs/1816/nakashinden_new_bato.jpg
"1816",./images/1816/nakashinden_new_bato_side.jpg,2020/09/20 16:17:51,Kohei Otsuka,中新田入口 馬頭観世音 側面,,"303",./mid_thumbs/1816/nakashinden_new_bato_side.jpg,./small_thumbs/1816/nakashinden_new_bato_side.jpg
"1817",./images/1817/nakajuku_jizo.jpg,2021/02/02 11:40:43,Kohei Otsuka,中宿?の地蔵菩薩,,"304",./mid_thumbs/1817/nakajuku_jizo.jpg,./small_thumbs/1817/nakajuku_jizo.jpg
"1817",./images/1817/nakajuku_nyoirin_jizo.jpg,2021/02/02 11:40:35,Kohei Otsuka,中宿?の如意輪観音?と地蔵菩薩,,"305",./mid_thumbs/1817/nakajuku_nyoirin_jizo.jpg,./small_thumbs/1817/nakajuku_nyoirin_jizo.jpg
"1818",./images/1818/nakajuku_nyoirin.jpg,2021/02/02 11:40:39,Kohei Otsuka,中宿?の如意輪観音?,,"306",./mid_thumbs/1818/nakajuku_nyoirin.jpg,./small_thumbs/1818/nakajuku_nyoirin.jpg
"1818",./images/1818/nakajuku_nyoirin_jizo.jpg,2021/02/02 11:40:35,Kohei Otsuka,中宿?の如意輪観音?と地蔵菩薩,,"307",./mid_thumbs/1818/nakajuku_nyoirin_jizo.jpg,./small_thumbs/1818/nakajuku_nyoirin_jizo.jpg
"1819",./images/1819/nakajuku_some_buddha.jpg,2021/02/02 11:50:33,Kohei Otsuka,中宿?の舟型背面浮彫仏像 (阿弥陀?),,"308",./mid_thumbs/1819/nakajuku_some_buddha.jpg,./small_thumbs/1819/nakajuku_some_buddha.jpg
"1820",./images/1820/honjuku_koshin.jpg,2021/02/02 12:20:09,Kohei Otsuka,本宿?の庚申塔,,"309",./mid_thumbs/1820/honjuku_koshin.jpg,./small_thumbs/1820/honjuku_koshin.jpg
"1821",./images/1821/aoki_sarutahiko.jpg,2021/02/02 14:46:36,Kohei Otsuka,青木家の猿田彦大神,,"310",./mid_thumbs/1821/aoki_sarutahiko.jpg,./small_thumbs/1821/aoki_sarutahiko.jpg
"1821",./images/1821/aoki_sarutahiko_side.jpg,2021/02/02 14:46:47,Kohei Otsuka,青木家の猿田彦大神 側面,,"311",./mid_thumbs/1821/aoki_sarutahiko_side.jpg,./small_thumbs/1821/aoki_sarutahiko_side.jpg
"1822",./images/1822/jinya_bato.jpg,2021/02/02 16:35:44,Kohei Otsuka,陣谷の馬頭観世音,,"312",./mid_thumbs/1822/jinya_bato.jpg,./small_thumbs/1822/jinya_bato.jpg
"1822",./images/1822/jinya_bato_side.jpg,2021/02/02 16:36:06,Kohei Otsuka,陣谷の馬頭観世音 側面,,"313",./mid_thumbs/1822/jinya_bato_side.jpg,./small_thumbs/1822/jinya_bato_side.jpg
"1823",./images/1823/handa_bato.jpg,2021/02/02 17:10:52,Kohei Otsuka,半田家の馬頭観世音,,"314",./mid_thumbs/1823/handa_bato.jpg,./small_thumbs/1823/handa_bato.jpg
"1823",./images/1823/handa_bato_side.jpg,2021/02/02 17:11:07,Kohei Otsuka,半田家の馬頭観世音 側面,,"315",./mid_thumbs/1823/handa_bato_side.jpg,./small_thumbs/1823/handa_bato_side.jpg
"554",./images/554/PXL_20210620_045039611.PORTRAIT.jpg,2021/06/20 13:50:39,Kohei Otsuka,雷光寺宥聖地蔵尊,,"316",./mid_thumbs/554/PXL_20210620_045039611.PORTRAIT.jpg,./small_thumbs/554/PXL_20210620_045039611.PORTRAIT.jpg
"562",./images/562/PXL_20210620_054716041.jpg,2021/06/20 14:47:16,Kohei Otsuka,雷光寺無銘地蔵尊,,"317",./mid_thumbs/562/PXL_20210620_054716041.jpg,./small_thumbs/562/PXL_20210620_054716041.jpg
"563",./images/563/PXL_20210620_054932532.jpg,2021/06/20 14:49:32,Kohei Otsuka,雷光寺無縁銅仏地蔵尊,,"318",./mid_thumbs/563/PXL_20210620_054932532.jpg,./small_thumbs/563/PXL_20210620_054932532.jpg
"563",./images/563/PXL_20210620_054947775.jpg,2021/06/20 14:49:47,Kohei Otsuka,雷光寺無縁銅仏地蔵尊,,"319",./mid_thumbs/563/PXL_20210620_054947775.jpg,./small_thumbs/563/PXL_20210620_054947775.jpg
"569",./images/569/PXL_20210620_045152033.PORTRAIT.jpg,2021/06/20 13:51:52,Kohei Otsuka,雷光寺寛延馬頭尊,,"320",./mid_thumbs/569/PXL_20210620_045152033.PORTRAIT.jpg,./small_thumbs/569/PXL_20210620_045152033.PORTRAIT.jpg
"572",./images/572/PXL_20210620_045158444.PORTRAIT.jpg,2021/06/20 13:51:58,Kohei Otsuka,雷光寺六忠馬頭尊,,"321",./mid_thumbs/572/PXL_20210620_045158444.PORTRAIT.jpg,./small_thumbs/572/PXL_20210620_045158444.PORTRAIT.jpg
"575",./images/575/PXL_20210620_045205117.PORTRAIT.jpg,2021/06/20 13:52:05,Kohei Otsuka,雷光寺清水や馬頭尊,,"322",./mid_thumbs/575/PXL_20210620_045205117.PORTRAIT.jpg,./small_thumbs/575/PXL_20210620_045205117.PORTRAIT.jpg
"626",./images/626/PXL_20210620_045210197.PORTRAIT.jpg,2021/06/20 13:52:10,Kohei Otsuka,雷光寺ひつじ馬頭尊,,"323",./mid_thumbs/626/PXL_20210620_045210197.PORTRAIT.jpg,./small_thumbs/626/PXL_20210620_045210197.PORTRAIT.jpg
"628",./images/628/PXL_20210620_045144252.PORTRAIT.jpg,2021/06/20 13:51:44,Kohei Otsuka,雷光寺如意輪観音,,"324",./mid_thumbs/628/PXL_20210620_045144252.PORTRAIT.jpg,./small_thumbs/628/PXL_20210620_045144252.PORTRAIT.jpg
"632",./images/632/PXL_20210620_054640184.MP.jpg,2021/06/20 14:46:40,Kohei Otsuka,雷光寺慶範二十二夜待供養尊,,"325",./mid_thumbs/632/PXL_20210620_054640184.MP.jpg,./small_thumbs/632/PXL_20210620_054640184.MP.jpg
"632",./images/632/PXL_20210620_054648143.jpg,2021/06/20 14:46:48,Kohei Otsuka,雷光寺慶範二十二夜待供養尊,,"326",./mid_thumbs/632/PXL_20210620_054648143.jpg,./small_thumbs/632/PXL_20210620_054648143.jpg
"636",./images/636/PXL_20210620_044725773.PORTRAIT.jpg,2021/06/20 13:47:25,Kohei Otsuka,雷電神社宝暦浮彫弁財天,,"327",./mid_thumbs/636/PXL_20210620_044725773.PORTRAIT.jpg,./small_thumbs/636/PXL_20210620_044725773.PORTRAIT.jpg
"640",./images/640/PXL_20210620_044700448.PORTRAIT.jpg,2021/06/20 13:47:00,Kohei Otsuka,雷電神社弘化丙午弁天,,"328",./mid_thumbs/640/PXL_20210620_044700448.PORTRAIT.jpg,./small_thumbs/640/PXL_20210620_044700448.PORTRAIT.jpg
"640",./images/640/PXL_20210620_052549454.jpg,2021/06/20 14:25:49,Kohei Otsuka,雷電神社弘化丙午弁天,,"329",./mid_thumbs/640/PXL_20210620_052549454.jpg,./small_thumbs/640/PXL_20210620_052549454.jpg
"642",./images/642/PXL_20210620_044708068.PORTRAIT.jpg,2021/06/20 13:47:08,Kohei Otsuka,雷電神社石川氏弁才天,,"330",./mid_thumbs/642/PXL_20210620_044708068.PORTRAIT.jpg,./small_thumbs/642/PXL_20210620_044708068.PORTRAIT.jpg
"643",./images/643/PXL_20210620_044704559.PORTRAIT.jpg,2021/06/20 13:47:04,Kohei Otsuka,雷電神社石祠型二氏弁才天,,"331",./mid_thumbs/643/PXL_20210620_044704559.PORTRAIT.jpg,./small_thumbs/643/PXL_20210620_044704559.PORTRAIT.jpg
"643",./images/643/PXL_20210620_052632813.jpg,2021/06/20 14:26:32,Kohei Otsuka,雷電神社石祠型二氏弁才天,,"332",./mid_thumbs/643/PXL_20210620_052632813.jpg,./small_thumbs/643/PXL_20210620_052632813.jpg
"643",./images/643/PXL_20210620_053119351.jpg,2021/06/20 14:31:19,Kohei Otsuka,雷電神社石祠型二氏弁才天,,"333",./mid_thumbs/643/PXL_20210620_053119351.jpg,./small_thumbs/643/PXL_20210620_053119351.jpg
"649",./images/649/PXL_20210620_081623748.jpg,2021/06/20 17:16:23,Kohei Otsuka,貞享三猿庚申,,"334",./mid_thumbs/649/PXL_20210620_081623748.jpg,./small_thumbs/649/PXL_20210620_081623748.jpg
"649",./images/649/PXL_20210620_081629945.MP.jpg,2021/06/20 17:16:29,Kohei Otsuka,貞享三猿庚申,,"335",./mid_thumbs/649/PXL_20210620_081629945.MP.jpg,./small_thumbs/649/PXL_20210620_081629945.MP.jpg
"651",./images/651/PXL_20210620_045135140.PORTRAIT.jpg,2021/06/20 13:51:35,Kohei Otsuka,雷光寺元禄庚申,,"336",./mid_thumbs/651/PXL_20210620_045135140.PORTRAIT.jpg,./small_thumbs/651/PXL_20210620_045135140.PORTRAIT.jpg
"656",./images/656/PXL_20210620_045129289.PORTRAIT.jpg,2021/06/20 13:51:29,Kohei Otsuka,雷光寺大青面金剛,,"337",./mid_thumbs/656/PXL_20210620_045129289.PORTRAIT.jpg,./small_thumbs/656/PXL_20210620_045129289.PORTRAIT.jpg
